FULLADDRESS,NOTIFICATION,STATUS,AddressType,CompleteStreetAddress,Add_Number,AddNum_Suf,St_PreDir,AbbreviatedPreDirectional,StreetNamePreModifier,StreetNamePreType,StreetNameSeparator,St_Name,St_PosTyp,AbbreviatedPostType,SubaddressType,SubaddressIdentifier,Floor,Building,Post_Code,NOTES,GlobalID,created_user,created_date,last_edited_user,last_edited_date,CompleteAddressNumber,CompleteStreetName,CompleteSubaddress,PlaceStateZip,Post_Comm,StateName,Inc_Muni,Uninc_Comm,x,y,longitude,latitude
1408 PLAYFORD LN,,Other,,1408 PLAYFORD LANE ,1408,,,,,,,PLAYFORD,LANE,LN,,,,,97527,,{630D2492-DCBF-4FAF-85DF-E4B4A0434378},,,GPGIS,7/1/2024 18:54:44,1408,PLAYFORD LANE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728319.309000000357628,5224872.929700002074242,-123.323590609999997,42.425108799999997
1411 PLAYFORD LN,,Other,,1411 PLAYFORD LANE ,1411,,,,,,,PLAYFORD,LANE,LN,,,,,97527,,{EBA4D092-EF0E-4A06-9A24-3B3FEE5B3D9C},,,GPGIS,7/1/2024 18:54:44,1411,PLAYFORD LANE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728277.262900000438094,5224869.629600003361702,-123.323212900000001,42.425086919999998
1413 PLAYFORD LN,,Other,,1413 PLAYFORD LANE ,1413,,,,,,,PLAYFORD,LANE,LN,,,,,97527,,{5D0CC4AB-BB0C-4BDF-B965-CA6F9F08B540},,,GPGIS,7/1/2024 18:54:44,1413,PLAYFORD LANE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728278.323499999940395,5224842.889600001275539,-123.323222430000001,42.424909610000000
644 SUNSET WAY,,Other,,644 SUNSET WAY ,644,,,,,,,SUNSET,WAY,WAY,,,,,97527,,{C83DD967-D2E0-4439-96D3-FB133D303413},,,GPGIS,7/1/2024 18:54:44,644,SUNSET WAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728128.771900000050664,5225023.732900001108646,-123.321878979999994,42.426108769999999
640 SUNSET WAY,,Other,,640 SUNSET WAY ,640,,,,,,,SUNSET,WAY,WAY,,,,,97527,,{E8EA5EEC-D3BA-4B5C-BF1D-0FB7BEA269FB},,,GPGIS,7/1/2024 18:54:44,640,SUNSET WAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728152.562899999320507,5225009.493400000035763,-123.322092699999999,42.426014350000003
630 SUNSET WAY,,Other,,630 SUNSET WAY ,630,,,,,,,SUNSET,WAY,WAY,,,,,97527,,{0F7B980C-0398-4E2B-8BAB-AFED20BE6A5F},,,GPGIS,7/1/2024 18:54:44,630,SUNSET WAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728177.185300000011921,5225008.141800001263618,-123.322313890000004,42.426005390000000
600 SUNSET WAY,,Other,,600 SUNSET WAY ,600,,,,,,,SUNSET,WAY,WAY,,,,,97527,,{28AC6250-B05E-4FD3-AF97-1AD7C937E414},,,GPGIS,7/1/2024 18:54:44,600,SUNSET WAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728212.260999999940395,5225012.026500001549721,-123.322628980000005,42.426031150000000
575 SUNSET WAY,,Other,,575 SUNSET WAY ,575,,,,,,,SUNSET,WAY,WAY,,,,,97527,,{9943956D-BF0E-4F6A-ACD9-94E97656036A},,,GPGIS,7/1/2024 18:54:44,575,SUNSET WAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728244.894500000402331,5224959.858699999749660,-123.322922129999995,42.425685229999999
597 SUNSET WAY,,Other,,597 SUNSET WAY ,597,,,,,,,SUNSET,WAY,WAY,,,,,97527,,{1FFB93CC-65AD-42A8-AC4C-522FF77D7BB1},,,GPGIS,7/1/2024 18:54:44,597,SUNSET WAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728217.863900000229478,5224941.800099998712540,-123.322679309999998,42.425565480000003
601 SUNSET WAY,,Other,,601 SUNSET WAY ,601,,,,,,,SUNSET,WAY,WAY,,,,,97527,,{AE482E1B-835A-4C13-BD47-31A258A48100},,,GPGIS,7/1/2024 18:54:44,601,SUNSET WAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728202.724999999627471,5224946.302699998021126,-123.322543310000000,42.425595340000001
603 SUNSET WAY,,Other,,603 SUNSET WAY ,603,,,,,,,SUNSET,WAY,WAY,,,,,97527,,{645839F3-C327-4E56-9A28-C419F0BF58FF},,,GPGIS,7/1/2024 18:54:44,603,SUNSET WAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13728165.820799998939037,5224946.030299998819828,-123.322211800000005,42.425593530000000
1969 WILLIAMS HWY,,Other,,1969 WILLIAMS HIGHWAY ,1969,,,,,,,WILLIAMS,HIGHWAY,HWY,,,,,97527,,{F4F3B825-3775-41EB-9092-3A8F14C879B5},,,GPGIS,7/1/2024 18:54:44,1969,WILLIAMS HIGHWAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730175.571800000965595,5223481.341200001537800,-123.340265700000003,42.415880500000000
1930 WILLIAMS HWY,https://www.grantspassoregon.gov/DocumentCenter/View/27654/1930_WILLIAMS_HWY_VERIFICATION,Current,,1930 WILLIAMS HIGHWAY ,1930,,,,,,,WILLIAMS,HIGHWAY,HWY,,,,,97527,,{6E1DE225-68A1-459C-91B4-F31034C20B8E},,,GPGIS,7/1/2024 18:54:44,1930,WILLIAMS HIGHWAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730266.726599998772144,5223515.862099997699261,-123.341084559999999,42.416109440000000
1914 WILLIAMS HWY,,Other,,1914 WILLIAMS HIGHWAY ,1914,,,,,,,WILLIAMS,HIGHWAY,HWY,,,,,97527,,{6D9056D8-6EAD-44F4-99BD-2BF2A63DE1F6},,,GPGIS,7/1/2024 18:54:44,1914,WILLIAMS HIGHWAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730188.490800000727177,5223593.201099999248981,-123.340381750000006,42.416622340000004
1926 WILLIAMS HWY,,Other,,1926 WILLIAMS HIGHWAY ,1926,,,,,,,WILLIAMS,HIGHWAY,HWY,,,,,97527,,{C85A6B66-AE99-4FA9-8241-F448BE84EDCD},,,GPGIS,7/1/2024 18:54:44,1926,WILLIAMS HIGHWAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730225.873599998652935,5223557.210000000894070,-123.340717569999995,42.416383660000001
1962 WILLIAMS HWY,https://www.grantspassoregon.gov/DocumentCenter/View/27654/1930_WILLIAMS_HWY_VERIFICATION,Current,,1962 WILLIAMS HIGHWAY ,1962,,,,,,,WILLIAMS,HIGHWAY,HWY,,,,,97527,,{43CD93E9-0393-4F06-BC65-8E1B9E8C328B},,,GPGIS,7/1/2024 18:54:44,1962,WILLIAMS HIGHWAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730310.808199999853969,5223505.015299998223782,-123.341480550000000,42.416037500000002
1879 WILLIAMS HWY,,Other,,1879 WILLIAMS HIGHWAY ,1879,,,,,,,WILLIAMS,HIGHWAY,HWY,,,,,97527,,{6C814358-5ACA-4054-8AB6-F14171F5A31A},,,GPGIS,7/1/2024 18:54:44,1879,WILLIAMS HIGHWAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730006.201299998909235,5223597.547300003468990,-123.338744219999995,42.416651170000002
1878 WILLIAMS HWY,,Other,,1878 WILLIAMS HIGHWAY ,1878,,,,,,,WILLIAMS,HIGHWAY,HWY,,,,,97527,,{C93FFCD2-8357-438A-9D02-EACC91F08C6D},,,GPGIS,7/1/2024 18:54:44,1878,WILLIAMS HIGHWAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730107.228500001132488,5223669.123700000345707,-123.339651759999995,42.417125849999998
923 LARK ELLEN WAY,,Other,,923 LARK ELLEN WAY ,923,,,,,,,LARK ELLEN,WAY,WAY,,,,,97527,,{2EF3290D-9051-4018-88DF-AFE04ACAE9E9},,,GPGIS,1/20/2026 21:49:11,923,LARK ELLEN WAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730374.359299998730421,5223676.863600000739098,-123.342051440000006,42.417177180000003
911 LARK ELLEN WAY,,Other,,911 LARK ELLEN WAY ,911,,,,,,,LARK ELLEN,WAY,WAY,,,,,97527,,{D7CD7D6B-B09E-4AE1-9783-79B332B40938},,,GPGIS,7/1/2024 18:54:44,911,LARK ELLEN WAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730331.897399999201298,5223672.749899998307228,-123.341669990000000,42.417149899999998
893 LARK ELLEN WAY,,Other,,893 LARK ELLEN WAY ,893,,,,,,,LARK ELLEN,WAY,WAY,,,,,97527,,{AA0BE508-C029-4F62-B33E-19426F3A2A8C},,,GPGIS,7/1/2024 18:54:44,893,LARK ELLEN WAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730289.604899998754263,5223677.012999996542931,-123.341290069999999,42.417178170000000
875 LARK ELLEN WAY,,Other,,875 LARK ELLEN WAY ,875,,,,,,,LARK ELLEN,WAY,WAY,,,,,97527,,{DDC13CEC-BC27-4C54-B985-E327E825F754},,,GPGIS,7/1/2024 18:54:44,875,LARK ELLEN WAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730249.518899999558926,5223681.692299999296665,-123.340929979999999,42.417209210000003
857 LARK ELLEN WAY,,Other,,857 LARK ELLEN WAY ,857,,,,,,,LARK ELLEN,WAY,WAY,,,,,97527,,{7E7DAF28-3971-45A3-B203-A1B0BCF6882E},,,GPGIS,7/1/2024 18:54:44,857,LARK ELLEN WAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730210.903799999505281,5223674.257700003683567,-123.340583089999996,42.417159900000001
829 LARK ELLEN WAY,,Other,,829 LARK ELLEN WAY ,829,,,,,,,LARK ELLEN,WAY,WAY,,,,,97527,,{9F452494-9341-40A9-9E03-4CC18047516D},,,GPGIS,7/1/2024 18:54:44,829,LARK ELLEN WAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730184.602499999105930,5223658.319399997591972,-123.340346819999993,42.417054200000003
811 LARK ELLEN WAY,,Other,,811 LARK ELLEN WAY ,811,,,,,,,LARK ELLEN,WAY,WAY,,,,,97527,,{A73B4EDC-ACB7-49C3-A618-980F9F9B62B7},,,GPGIS,7/1/2024 18:54:44,811,LARK ELLEN WAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730162.372800000011921,5223631.024400003254414,-123.340147130000005,42.416873180000003
1935 MEADOW GLN,,Other,,1935 MEADOW GLEN ,1935,,,,,,,MEADOW,GLEN,GLN,,,,,97527,,{9A62FBF8-0697-4E70-84DC-E6C473DD6B88},,,GPGIS,7/1/2024 18:54:44,1935,MEADOW GLEN,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730387.024399999529123,5223645.977399997413158,-123.342165210000005,42.416972350000002
1947 MEADOW GLN,,Other,,1947 MEADOW GLEN ,1947,,,,,,,MEADOW,GLEN,GLN,,,,,97527,,{90413FF7-E6A4-43FA-BB76-C0D325F66793},,,GPGIS,7/1/2024 18:54:44,1947,MEADOW GLEN,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730385.276200000196695,5223611.258400000631809,-123.342149500000005,42.416742100000000
1951 MEADOW GLN,,Other,,1951 MEADOW GLEN ,1951,,,,,,,MEADOW,GLEN,GLN,,,,,97527,,{56EA712F-6230-465C-8CDA-A49D4FD68AC9},,,GPGIS,1/20/2026 21:47:55,1951,MEADOW GLEN,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730390.763199999928474,5223583.506099998950958,-123.342198800000006,42.416558049999999
1959 MEADOW GLN,,Other,,1959 MEADOW GLEN ,1959,,,,,,,MEADOW,GLEN,GLN,,,,,97527,,{B5FD12F9-1B5E-474F-8BB3-FDFDA3CE9872},,,GPGIS,1/20/2026 21:47:27,1959,MEADOW GLEN,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730393.319000000134110,5223559.796400003135204,-123.342221749999993,42.416400809999999
1983 MEADOW GLN,,Other,,1983 MEADOW GLEN ,1983,,,,,,,MEADOW,GLEN,GLN,,,,,97527,,{12FFB034-F36E-4FB1-B855-89D46C10B0D3},,,GPGIS,1/20/2026 21:46:43,1983,MEADOW GLEN,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730371.428199999034405,5223522.635300002992153,-123.342025109999994,42.416154360000000
1989 MEADOW GLN,,Other,,1989 MEADOW GLEN ,1989,,,,,,,MEADOW,GLEN,GLN,,,,,97527,,{5A5DAE35-2D44-41B0-AE0A-DED2A01A951A},,,GPGIS,1/20/2026 21:46:26,1989,MEADOW GLEN,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13730373.836400000378489,5223489.069600000977516,-123.342046740000001,42.415931749999999
1646 WILLIAMS HWY,,Other,,1646 WILLIAMS HIGHWAY ,1646,,,,,,,WILLIAMS,HIGHWAY,HWY,,,,,97527,,{2E0D3FD3-239A-42AF-B768-0E0B2B33247E},,,GPGIS,7/1/2024 18:54:44,1646,WILLIAMS HIGHWAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13729626.589400000870228,5224149.229299999773502,-123.335334110000005,42.420309760000002
290 CANYON DR,,Other,,290 CANYON DRIVE ,290,,,,,,,CANYON,DRIVE,DR,,,,,97527,,{2C04BADE-7E3A-4833-B36E-A9C4EF93460C},,,GPGIS,7/1/2024 18:54:44,290,CANYON DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725003.350499998778105,5224486.348200000822544,-123.293802839999998,42.422545329999998
2245 ROGUE RIVER HWY,,Other,,2245 ROGUE RIVER HIGHWAY ,2245,,,,,,,ROGUE RIVER,HIGHWAY,HWY,,,,,97527,,{6C9836C0-FDD8-4C3B-9D03-A09F57E32239},,,GPGIS,7/1/2024 18:54:44,2245,ROGUE RIVER HIGHWAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,,GRANTS PASS,-13725124.689300000667572,5224521.785199999809265,-123.294892849999997,42.422780320000001
2233 ROGUE RIVER HWY,,Other,,2233 ROGUE RIVER HIGHWAY ,2233,,,,,,,ROGUE RIVER,HIGHWAY,HWY,,,,,97527,,{F0E3D20D-5A05-443C-B406-6640439E8FB3},,,GPGIS,7/1/2024 18:54:44,2233,ROGUE RIVER HIGHWAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725159.373700000345707,5224511.144400000572205,-123.295204420000005,42.422709759999996
2274 FRUITDALE DR,,Other,,2274 FRUITDALE DRIVE ,2274,,,,,,,FRUITDALE,DRIVE,DR,,,,,97527,,{1E8EE1F9-914B-4A6B-849D-59F98E71B788},,,GPGIS,7/1/2024 18:54:44,2274,FRUITDALE DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725224.978099999949336,5224443.623800002038479,-123.295793759999995,42.422262009999997
2220 FRUITDALE DR,,Other,,2220 FRUITDALE DRIVE ,2220,,,,,,,FRUITDALE,DRIVE,DR,,,,,97527,,{3838F130-FBEA-4812-ACFF-0175DC488C49},,,GPGIS,7/1/2024 18:54:44,2220,FRUITDALE DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725283.247800000011921,5224398.599299997091293,-123.296317200000004,42.421963439999999
2200 FRUITDALE DR,,Other,,2200 FRUITDALE DRIVE ,2200,,,,,,,FRUITDALE,DRIVE,DR,,,,,97527,,{4F8206C8-8171-4E74-9FDA-4AF135F6345C},,,GPGIS,7/1/2024 18:54:44,2200,FRUITDALE DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725329.473999999463558,5224354.863499999046326,-123.296732460000001,42.421673409999997
2188 FRUITDALE DR,,Other,,2188 FRUITDALE DRIVE ,2188,,,,,,,FRUITDALE,DRIVE,DR,,,,,97527,,{207CBF5E-43AE-47A6-BD37-91A5EC964BBC},,,GPGIS,7/1/2024 18:54:44,2188,FRUITDALE DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725386.425200000405312,5224347.293200001120567,-123.297244059999997,42.421623210000000
354 CANYON DR,,Other,,354 CANYON DRIVE ,354,,,,,,,CANYON,DRIVE,DR,,,,,97527,,{71330BA6-B5A2-4FC8-A103-5A62A6A19919},,,GPGIS,7/1/2024 18:54:44,354,CANYON DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13724909.241499999538064,5224169.074400000274181,-123.292957450000003,42.420441359999998
270 CANYON DR,,Other,,270 CANYON DRIVE ,270,,,,,,,CANYON,DRIVE,DR,,,,,97527,,{D77FC246-D706-40D5-B77B-3EEB048C6ADC},,,GPGIS,7/1/2024 18:54:44,270,CANYON DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725211.849899999797344,5224314.059000000357628,-123.295675829999993,42.421402819999997
300 CANYON DR,,Other,,300 CANYON DRIVE ,300,,,,,,,CANYON,DRIVE,DR,,,,,97527,,{AF2BF7E5-5639-4682-9F13-84E6DF789362},,,GPGIS,7/1/2024 18:54:44,300,CANYON DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13724993.679899999871850,5224302.790299996733665,-123.293715969999994,42.421328090000003
301 CANYON DR,,Other,,301 CANYON DRIVE ,301,,,,,,,CANYON,DRIVE,DR,,,,,97527,,{4F4548FA-CA2F-4558-BE01-227B9953F9C6},,,GPGIS,7/1/2024 18:54:44,301,CANYON DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725074.898800000548363,5224249.681999996304512,-123.294445569999993,42.420975910000003
333 CANYON DR,,Other,,333 CANYON DRIVE ,333,,,,,,,CANYON,DRIVE,DR,,,,,97527,,{16609C35-8A37-4276-BE77-0665EECA4B8B},,,GPGIS,7/1/2024 18:54:44,333,CANYON DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725029.258200000971556,5224187.273500002920628,-123.294035579999999,42.420562050000001
233 CANYON DR,,Other,,233 CANYON DRIVE ,233,,,,,,,CANYON,DRIVE,DR,,,,,97527,,{7FAD03FC-1A9E-4857-9A10-8ED9ECA61DA4},,,GPGIS,7/1/2024 18:54:44,233,CANYON DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725106.662999998778105,5224100.163999997079372,-123.294730920000006,42.419984380000002
435 CANYON DR,,Other,,435 CANYON DRIVE ,435,,,,,,,CANYON,DRIVE,DR,,,,,97527,,{5DFC9145-44B5-4CEE-8E11-D3EEA5E8B58D},,,GPGIS,7/1/2024 18:54:44,435,CANYON DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13724991.102699998766184,5224135.673799999058247,-123.293692820000004,42.420219869999997
213 CANYON DR,,Other,,213 CANYON DRIVE ,213,,,,,,,CANYON,DRIVE,DR,,,,,97527,,{07129B0B-4B08-436E-BFAD-D98BD3D1F23F},,,GPGIS,7/1/2024 18:54:44,213,CANYON DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725233.791600000113249,5224042.832900002598763,-123.295872930000002,42.419604190000001
229 CANYON DR,,Other,,229 CANYON DRIVE ,229,,,,,,,CANYON,DRIVE,DR,,,,,97527,,{2C0C36B2-BA62-4D33-B4C0-025BF9CC9529},,,GPGIS,7/1/2024 18:54:44,229,CANYON DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725229.672899998724461,5223930.730599999427795,-123.295835929999996,42.418860770000002
100 NEWBY DR,,Other,,100 NEWBY DRIVE ,100,,,,,,,NEWBY,DRIVE,DR,,,,,97527,,{58C5742C-05C8-46CC-80AB-80A4D8A66C59},,,GPGIS,7/1/2024 18:54:44,100,NEWBY DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725132.512699998915195,5224005.515500001609325,-123.294963129999999,42.419356710000002
1660 ROGUE RIVER HWY,,Other,,1660 ROGUE RIVER HIGHWAY ,1660,,,,,,,ROGUE RIVER,HIGHWAY,HWY,,,,,97527,,{85B9D7AF-BD8A-4FE5-B124-EC09C1E84862},,,GPGIS,7/1/2024 18:54:44,1660,ROGUE RIVER HIGHWAY,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13726330.509100001305342,5224398.381399996578693,-123.305724909999995,42.421961990000000
1914 FRUITDALE DR,,Other,,1914 FRUITDALE DRIVE ,1914,,,,,,,FRUITDALE,DRIVE,DR,,,,,97527,,{E2A38A41-D650-4048-8443-2AD055EBF9A9},,,GPGIS,7/1/2024 18:54:44,1914,FRUITDALE DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725801.088999999687076,5224032.544699996709824,-123.300969050000006,42.419535959999997
1926 FRUITDALE DR,,Other,,1926 FRUITDALE DRIVE ,1926,,,,,,,FRUITDALE,DRIVE,DR,,,,,97527,,{CB0C8102-85E8-449E-9C19-83322949958F},,,GPGIS,7/1/2024 18:54:44,1926,FRUITDALE DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725758.383999999612570,5224032.346699997782707,-123.300585420000004,42.419534650000003
1944 FRUITDALE DR,,Other,,1944 FRUITDALE DRIVE ,1944,,,,,,,FRUITDALE,DRIVE,DR,,,,,97527,,{0B245781-2971-4686-9C02-EB3AD5C5E77A},,,GPGIS,7/1/2024 18:54:44,1944,FRUITDALE DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725725.223200000822544,5223976.286100000143051,-123.300287539999999,42.419162870000001
1954 FRUITDALE DR,,Other,,1954 FRUITDALE DRIVE ,1954,,,,,,,FRUITDALE,DRIVE,DR,,,,,97527,,{B58E6D3C-C879-45BC-9173-D227E1865D95},,,GPGIS,7/1/2024 18:54:44,1954,FRUITDALE DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725699.438099998980761,5223976.148900002241135,-123.300055900000004,42.419161959999997
1588 ALEXANDER LN,,Other,,1588 ALEXANDER LANE ,1588,,,,,,,ALEXANDER,LANE,LN,,,,,97527,,{1202EC3B-6CC3-45E0-A9CF-2A9BB4A06BB4},,,GPGIS,7/1/2024 18:54:44,1588,ALEXANDER LANE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725961.597199998795986,5224129.393299996852875,-123.302410920000000,42.420178219999997
1583 ALEXANDER LN,,Other,,1583 ALEXANDER LANE ,1583,,,,,,,ALEXANDER,LANE,LN,,,,,97527,,{FBFFFB9F-BC93-4F3E-A8D4-170848C1CC47},,,GPGIS,7/1/2024 18:54:44,1583,ALEXANDER LANE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725923.380599999800324,5224132.043300002813339,-123.302067609999995,42.420195790000001
1587 ALEXANDER LN,,Other,,1587 ALEXANDER LANE ,1587,,,,,,,ALEXANDER,LANE,LN,,,,,97527,,{5382E5CC-64D4-4C31-B955-A5B1B741A0F6},,,GPGIS,7/1/2024 18:54:44,1587,ALEXANDER LANE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725890.416899999603629,5224122.179700002074242,-123.301771500000001,42.420130380000003
1896 FRUITDALE DR,,Other,,1896 FRUITDALE DRIVE ,1896,,,,,,,FRUITDALE,DRIVE,DR,,,,,97527,,{215F72D7-66F0-4341-8FC6-BEF7D576FC9A},,,GPGIS,7/1/2024 18:54:44,1896,FRUITDALE DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725847.061700001358986,5224051.949299998581409,-123.301382029999999,42.419664640000001
1590 ALEXANDER LN,,Other,,1590 ALEXANDER LANE ,1590,,,,,,,ALEXANDER,LANE,LN,,,,,97527,,{B1D2905E-F4CB-4966-8ACE-E5B3EEF0C9F1},,,GPGIS,7/1/2024 18:54:44,1590,ALEXANDER LANE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725966.865299999713898,5224088.623599998652935,-123.302458240000007,42.419907850000001
1591 ALEXANDER LN,,Other,,1591 ALEXANDER LANE ,1591,,,,,,,ALEXANDER,LANE,LN,,,,,97527,,{77DE453C-5DFE-4CDD-A604-F697CE4CC3FA},,,GPGIS,7/1/2024 18:54:44,1591,ALEXANDER LANE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725890.468200000002980,5224078.941699996590614,-123.301771959999996,42.419843640000003
1618 ALEXANDER LN,,Other,,1618 ALEXANDER LANE ,1618,,,,,,,ALEXANDER,LANE,LN,,,,,97527,,{E8A83B0F-FB4C-4F15-A54E-84CB1A854958},,,GPGIS,7/1/2024 18:54:44,1618,ALEXANDER LANE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725959.883500000461936,5224046.771099999547005,-123.302395529999998,42.419630300000001
1615 ALEXANDER LN,,Other,,1615 ALEXANDER LANE ,1615,,,,,,,ALEXANDER,LANE,LN,,,,,97527,,{B7B886EE-13B4-4D28-B533-416440F31D6E},,,GPGIS,7/1/2024 18:54:44,1615,ALEXANDER LANE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13725892.740800000727177,5224041.093299999833107,-123.301792370000001,42.419592649999998
1830 FRUITDALE DR,,Other,,1830 FRUITDALE DRIVE ,1830,,,,,,,FRUITDALE,DRIVE,DR,,,,,97527,,{9FE459C1-D219-4D83-92D1-EB0B24FEC0C9},,,GPGIS,7/1/2024 18:54:44,1830,FRUITDALE DRIVE,,"GRANTS PASS, OR 97527",GRANTS PASS,OR,GRANTS PASS,GRANTS PASS,-13726005.580099999904633,5223993.688000001013279,-123.302806029999999,42.419278280000000
