LICENSENUMBER,ContactName,CompanyName,DBA,NumberOfEmployees,Location,CodeNumber,BusinessType,BUSINESSPHONE,OpenedDate,BLGLOBALENTITYEXTENSIONID,situs_addressline1,situs_addressline2,situs_addressline3,situs_predirection,situs_streettype,situs_postdirection,situs_unitorsuite,situs_city,situs_state,situs_postalcode,mailing_addressline1,mailing_addressline2,mailing_addressline3,mailing_predirection,mailing_streettype,mailing_postdirection,mailing_unitorsuite,mailing_city,mailing_state,mailing_postalcode,ISSUEDDATE,EXPIRATIONDATE
BTAX-043283-05-2026,MONTE  ZELLER,AL'S REFRIGERATION SERVICE    ,,1,Inside City Limits,811412,Appliance Reapair/Maint,5414797654,1/1/1997 0:00,6DB4948F-E4FC-406B-B2F0-ACFC66233D78,2952,NAPLES,,,DR,,,GRANTS PASS,OR,97527,2952,NAPLES,,,DR,,,GRANTS PASS,OR,97527,5/13/2026 14:53,5/31/2027 14:53
BTAX-043284-05-2026,"DWIGHT FASZER, II",DWIGHT FASZER II HOME BUILDER LLC,,1,Inside City Limits,238190,Contractor-General/Building Exterior,5414412103,1/8/2019 0:00,2bfab0a3-adb1-4e23-9597-777a5731c5df,,,,,,,,,,,1610,HILLTOP,,SE,VW,, ,GRANTS PASS,OR,97527,5/15/2026 13:46,5/31/2027 13:46
BTAX-043286-05-2026,JASON TRUJILLO,ADVANCED PRINT & TINT,,10,Inside City Limits,323111,Printing-Commercial,5414713355,1/1/2000 0:00,f9a20e47-f5ed-487e-a67a-8c5bd105daaf,526,ROGUE RIVER,, ,HWY,, ,GRANTS PASS,OR,97527,526,ROGUE RIVER,,,HWY,,,GRANTS PASS,OR,97527,5/14/2026 10:42,5/31/2027 10:42
BTAX-043287-05-2026,LENA BENDER,LENA D. BENDER,DARLENE BENDER PAYROLL SERVICE LLC,1,Inside City Limits,541214,Payroll Services,5412185184,7/1/2021 0:00,4a0a4096-b6ff-41e8-bb32-28f295d55999,,,,,,,,,,,560,F,,NE,ST,,"STE A, PMB 727",GRANTS PASS,OR,97526,5/14/2026 10:47,5/31/2027 10:47
BTAX-043291-05-2026,CHRISTIAN MENDEZ,GIZMO TECH,,2,Inside City Limits,541519,Computer Services,5416464656,9/1/2017 0:00,14f0fe91-d6a9-429f-ae18-205aa3f3d8d4,850,6TH,,NW,ST,,UNIT #8,GRANTS PASS,OR,97526,850,6TH,,NW,ST,,UNIT #8,GRANTS PASS,OR,97526,5/14/2026 14:41,5/31/2027 14:41
BTAX-043292-05-2026,,RYAN ELY CONSTRUCTION LLC,,1,Inside City Limits,238190,Contractor-General/Building Exterior,,3/2/2018 0:00,97add148-96a1-4477-9ce9-40e3e7e3bc5a,,,,,,,,,,,311,COLLETTE ,,NW,WAY,, ,GRANTS PASS,OR,97526,5/14/2026 15:00,5/31/2027 15:00
BTAX-043296-05-2026,BRAD  ORTON,O2 CONSTRUCTION LLC,,3,Inside City Limits,238190,Contractor-General/Building Exterior,5416592098,8/1/2018 0:00,1a1d4338-13d2-4853-b124-c73b67952a41,,,,,,,,,,,10171,MONUMENT,,,DR,,,GRANTS PASS,OR,97526,5/15/2026 16:00,4/30/2027 16:00
BTAX-043297-05-2026,TAMARA ULREY,EYE TO EYE,EYE TO EYE INVESTIGATIONS/EYE TO EYE COUNSELING THERAPY,1,Inside City Limits,621330,Medical - Mental Health Counselor,5416211487,4/10/2018 0:00,9bb4fcb0-8e6b-4999-ae6f-07d966e221c8,980,6TH,,SW,ST,,19A,GRANTS PASS,OR,97526,980,6TH,,SW,ST,,SUITE 19A,GRANTS PASS,OR,97526,5/15/2026 16:02,5/31/2027 16:02
BTAX-043299-05-2026,GREGORY DOSS,ACUPUNCTURE AND HERBAL MEDICAL CENTER LLC ,,2,Inside City Limits,624190,Social Svcs-Individual & Family Svcs,5414764611,12/7/1987 0:00,A7624B2F-0B8F-423E-A384-350F0F752D2B,910,D,,NE,ST,, ,GRANTS PASS,OR,97526,91O,D,,NE,ST,,SUITE 104,GRANTS PASS,OR,97526,5/18/2026 15:48,5/31/2027 15:48
BTAX-043300-05-2026,,THE SUITES ASSISTED LIVING COMMUNITY,THE SUITES ASSISTED LIVING COMMUNITY,57,Inside City Limits,623110,Medical-Nursing Care Facility,5033759016,7/1/2007 0:00,09C5669E-D20B-46FD-9BAA-17B28AA3D9D5,1301,PARKDALE,, ,DR,, ,GRANTS PASS,OR,97527,1301,PARKDALE ,,SE,DR,,,GRANTS PASS,OR,97527,5/18/2026 15:53,5/31/2027 15:53
BTAX-043302-05-2026,,ABBY'S LEGENDARY PIZZA        ,,20,Inside City Limits,722511,Restaurant,5414762133,1/1/1997 0:00,DC63A696-E76E-4484-A89B-DAB4FD8DD8AB,205,BEACON,,NE,DR,, ,GRANTS PASS,OR,97526,205,BEACON,,NE,DR,,,GRANTS PASS,OR,97526,5/18/2026 16:02,5/31/2027 16:02
BTAX-043305-05-2026,DAVID  THOMASON,THOMASON BEAN CO INC         ,HUMAN BEAN,9,Inside City Limits,722515,Snack and Nonalcoholic Beverage Shop,5419559506,5/19/2022 0:00,480fc675-ea5a-492b-a3b0-ca4df3abf3b0,700,7TH,,SE,ST,,,GRANTS PASS,OR,97526,206,7TH,,NE,ST,,,GRANTS PASS,OR,97526,5/19/2026 8:58,5/31/2027 8:58
BTAX-043315-05-2026,ROBERT & CANDICE JOHNSON,STEDFAST PLUMBING & DRAINS LLC,,5,Outside City Limits,238220,Plumber,5416603545,3/23/2022 0:00,bd652277-24ad-4c21-97e9-c9b4d46f840e,,,,,,,,,,,PO BOX 2071,,,,,,,Grants Pass,OR,97528,5/19/2026 10:14,5/31/2027 10:14
BTAX-043317-05-2026,MING XI,88 SPA INC,,1,Inside City Limits,621399,Medical-Massage Therapy,9172928229,3/12/2024 0:00,f11598c4-e879-4b1c-b647-a6c5f03a282b,1252,6TH,,NW,ST,,SUITE 10,GRANTS PASS,OR,97526,1252,6TH,,NW,ST,,SUITE 10,GRANTS PASS,OR,97526,5/19/2026 12:08,5/31/2027 12:08
BTAX-043327-05-2026,Terry Hopkins,GRANTS PASS & JOSEPHINE COUNTY CHAMBER OF COMMERCE,,4,Inside City Limits,813319,Organization-Social Advocacy,5414767717,1/1/1924 0:00,a66c9e78-6129-4842-becd-9c8e739f76fc,1995,VINE,,NW,ST,,,GRANTS PASS,OR,97526,PO BOX 970,,,,,,,GRANTS PASS,OR,97528,5/22/2026 10:58,5/31/2027 10:58
BTAX-043331-05-2026,AUGUSTA  PUMILIA,ERRANDS PLUS                  ,,1,Inside City Limits,492210,Delivery Service-Local,5414790075,1/27/1997 0:00,86A9BC63-F867-4FDE-98F9-AA34D34C45A5,1719,PORTOLA,,SE,DR,, ,GRANTS PASS,OR,97526,AUGUSTA PUMILIA,PO BOX 191,,,,,,GRANTS PASS,OR,97528,5/26/2026 8:35,5/31/2027 8:35
BTAX-043340-05-2026,SARAH DAWSON,DAWSON BOOKKEEPING,,1,Outside City Limits,541213,Tax Preparation Services,5419168454,1/1/2020 0:00,f9a8ec8e-6965-4f05-a06f-c9e38522d10a,,,,,,,,,,,601,CARRIAGE,,,RD,,,GRANTS PASS,OR,97526,5/27/2026 10:29,5/31/2027 10:29
BTAX-043341-05-2026,,COUNTRYSIDE VILLAGE           ,,85,Inside City Limits,623110,Medical-Nursing Care Facility,5419560999,10/15/2005 0:00,4A685DF4-D1C9-494C-922A-FA9E01DB9528,1700,KELLENBECK,, ,AVE,, ,GRANTS PASS,OR,97527,1700,KELLENBECK,,,AVE,,,GRANTS PASS,OR,97527,5/26/2026 15:26,5/31/2027 15:26
BTAX-043345-05-2026,DR. MIRANDA COSTA,NEW MEDICINE COLLABORATIVE LLC,,2,Inside City Limits,621111,Medical-Physician,5416553870,1/27/2020 0:00,4a087e16-764e-436c-94a1-7cad97d8e2f2,1215,7TH,,NE,ST,,D,GRANTS PASS,OR,97526,1215,7TH,,NE,ST,,D,GRANTS PASS,OR,97526,5/26/2026 15:52,5/31/2027 15:52
BTAX-043349-05-2026,J TERWILLIGER S BOETTNER,ROGUE ROASTERS LLC            ,,12,Inside City Limits,722515,Snack and Nonalcoholic Beverage Shop,5414766134,8/26/2015 0:00,9375DEC4-9C90-49EF-A48D-C2780EE6C94A,610,6TH,,SW,ST,, ,GRANTS PASS,OR,97526,610,6TH,,SW,ST,,,GRANTS PASS,OR,97526,5/27/2026 15:56,5/31/2027 15:56
BTAX-043363-06-2026,ANTHONY  MORGAN,ANTHONY MORGAN'S TRAINING ACADEMY,,1,Inside City Limits,713940,Fitness Center,5416593534,6/1/2011 0:00,FBFB9691-CD9B-4E85-B4D9-DCB2AB19AC04,605,6th,,SE,ST,,,GRANTS PASS,OR,97526,605,6TH,,SE,ST,,,GRANTS PASS,OR,97526,6/1/2026 10:00,5/31/2027 10:00
BTAX-043364-06-2026,MARK KALMAN,KALMAN CONSTRUCTION,,1,Outside City Limits,238190,Contractor-General/Building Exterior,5414503350,3/7/2023 0:00,c21c8da5-8051-49a4-be97-a82db20b8a4f,,,,,,,,,,,1173,PLUMTREE,,,LN,,,GRANTS PASS,OR,97526,6/1/2026 11:22,5/31/2027 11:22
BTAX-043367-06-2026,ROBERT  THRESSEN,REDWOODCYCLES                 ,,2,Inside City Limits,459110,Retail-Sporting Goods,5414766333,1/5/2013 0:00,E00B99E0-8622-4C12-AF12-0A817266F7F6,849,ROGUE RIVER,,,HWY,,,GRANTS PASS,OR,97527,849,ROGUE RIVER,,,HWY,,,GRANTS PASS,OR,97527,6/1/2026 12:01,4/30/2027 12:01
BTAX-043378-06-2026,DALTON LESHER,LESHER LOGISTICS LLC,,1,Outside City Limits,492210,Delivery Service-Local,2092627121,4/12/2022 0:00,eeacf59d-bd4f-4bd2-a5c9-455f7f391b9c,,,,,,,,,,,916,STARLITE,,NW,PL,,,GRANTS PASS,OR,97526,6/2/2026 9:15,6/30/2027 9:15
BTAX-043380-06-2026,ELIZABETH  BRETKO,BE GOLDEN GARLAND COMPANY,SUP,2,Inside City Limits,459310,Retail-Misc Direct Selling Establishment,5412107320,4/2/2014 0:00,6CAB3E9D-0874-4DC2-AC38-89592114AE96,103,4TH,,SW,ST,,,GRANTS PASS,OR,97526,103,4TH,,SW,ST,,,GRANTS PASS,OR,97526,6/2/2026 9:44,6/30/2027 9:44
BTAX-043384-06-2026,ROBERT & SHIRLEY  JENSEN,HOLIDAY INN EXPRESS GRANTS PASS,,25,Inside City Limits,721110,Hotel/Motel,5414716144,4/29/1994 0:00,547ED227-218A-4546-B81A-E82EEB0DF4DF,105,AGNESS,,NE,AVE,, ,GRANTS PASS,OR,97526,105,AGNESS,,NE,AVE,,,GRANTS PASS,OR,97526,6/8/2026 9:26,6/30/2027 9:26
BTAX-043385-06-2026,ROBIN AND DIANNE GILLILAND,PRICK AND POKE TATTOO,,1,Inside City Limits,812199,Tattoo/Piercing Shop,4582123544,5/31/2023 0:00,c6424d4c-3be7-4302-bb33-aa956e1ca6ed,914,6TH,,SW,ST,,,GRANTS PASS,OR,97526,914,6TH,,SW,ST,,,GRANTS PASS,OR,97526,6/4/2026 14:02,6/30/2027 14:02
BTAX-043386-06-2026,GULSHANDEEP SALUTA,NEXT TOWN LLC,ACE SMOKE PLANET,3,Inside City Limits,459991,Retail-Tobacco Store,5419168018,5/15/2022 0:00,780225cb-cd2e-4679-948e-a2d53b9d6d79,,,,,,,,,,,1576,7TH,,NE,ST,,,GRANTS PASS,OR,97526,6/8/2026 9:42,6/30/2027 9:42
BTAX-043389-06-2026,PARKER PASTRELL,LOOK SHARP,,1,Inside City Limits,561720,Window Cleaning Service,,6/13/2022 0:00,4816f9da-1243-4a27-adf3-be44d4b0d270,309,KENNEDY,,SW,WAY,,,GRANTS PASS,OR,97526,309,KENNEDY,,SW,WAY,,,GRANTS PASS,OR,97526,6/8/2026 9:51,6/30/2027 9:51
BTAX-043391-06-2026,,RON HAGER CONSTRUCTION        ,,1,Inside City Limits,238190,Contractor-General/Building Exterior,5417610932,7/25/1994 0:00,BF22CEE9-FAD7-4B0D-8DB1-B52DBCC7DDDB,4279,LEONARD,,,RD,,,GRANTS PASS,OR,97527,4279,LEONARD,,,RD,,,GRANTS PASS,OR,97527,6/8/2026 10:16,6/30/2027 10:16
BTAX-043392-06-2026,,"SHAWLENA NORBERG, INSURANCE AG",,2,Outside City Limits,524210,Insurance Agency & Brokerages,5303915453,12/31/2009 0:00,7E221335-29BD-4290-A5A0-80186DFCC815,,,,,,,,,,,560,F,,NE,ST,,SUITE B,GRANTS PASS,OR,97526,6/8/2026 10:29,6/30/2027 10:29
BTAX-043397-06-2026,AMY HARBOLDT,ON CAMPUS KIDS ,ON CAMPUS KIDS @ HIGHLAND ELEMENTARY,2,Inside City Limits,624110,Social Svcs-Child & Youth Facility,5415312406,9/1/2011 0:00,2abdb16b-70e4-4d52-8b7d-388553c2aa01,1845,HIGHLAND,,NW,AVE,, ,GRANTS PASS,OR,97526,7624,MONUMENT,,,DR,,,GRANTS PASS,OR,97526,6/8/2026 11:24,6/30/2027 11:24
BTAX-043399-06-2026,DEBORA MORRISON,"FLORAL INNOVATIONS, LLC",,1,Inside City Limits,459310,Florist,5414767656,4/21/2020 0:00,4ccc84fd-b4c7-4583-9b39-58ccab466d2f,811,IDLE,, ,CT,, ,GRANTS PASS,OR,97527,811,IDLE,,,CT,,,GRANTS PASS,OR,97527,6/8/2026 11:33,5/31/2027 11:33
BTAX-043400-06-2026,AMY HARBOLDT,ON CAMPUS KIDS ,ON CAMPUS KIDS @ LINCOLN ELEMENTARY,2,Inside City Limits,624110,Social Svcs-Child & Youth Facility,5415312406,9/1/2017 0:00,d0bb917f-1136-4907-ae6b-8c2454d085d1,1132,10TH,,NE,ST,, ,GRANTS PASS,OR,97526,7624,MONUMENT,,,DR,,,GRANTS PASS,OR,97526,6/8/2026 11:39,6/30/2027 11:39
BTAX-043402-06-2026,"JENNIFER BUSHARD, LMFT#T1507",JENNIFER BUSHARD LICENSED MARRIAGE AND FAMILY THERAPIST,HOLISTIC HEALING THERAPY,1,Inside City Limits,624190,Social Svcs-Individual & Family Svcs,5412269088,4/4/2019 0:00,b9885d64-daf7-4cea-9bf1-67588d831302,777,7TH,,NE,ST,,,GRANTS PASS,OR,97526,777,7TH,,NE,ST,,SUITE 216,GRANTS PASS,OR,97526,6/8/2026 11:48,6/30/2027 11:48
BTAX-043407-06-2026,WILLIAM WILLIAMS,FED SPEC PURCHASES,,1,Inside City Limits,425120,Wholesale Agent,5592881471,5/17/2017 0:00,bdb54d60-ef66-408b-9e1b-5f113f63209c,1300,G,,SW,ST,,# C,GRANTS PASS,OR,97526,106,F,,NW,ST,,#17,GRANTS PASS,OR,97526,6/8/2026 12:17,5/31/2027 12:17
BTAX-043408-06-2026,J. MATT TRIPP,SMILE MAKERS DENTURE AND DENTAL,,2,Inside City Limits,621210,Medical-Dentist,5414768338,7/1/2018 0:00,12dc3f53-64db-4029-bf55-30f8d17c3ec1,212,SAVAGE ,,NE,ST,,SUITE B,GRANTS PASS,OR,97526,445,SCENIC,,NE,DR,,,GRANTS PASS,OR,97526,6/8/2026 12:23,6/30/2027 12:23
BTAX-043409-06-2026,Tag Wotherspoon,SOUTHERN OREGON HORSE RACING ASSOCIATION,,2,Inside City Limits,711211,Sports Teams & Clubs,5418210516,1/1/1968 0:00,318f4749-2875-48c0-a326-36f564b467b3,,,,,,,,,,,PO BOX 1694,,,,,,,GRANTS PASS,OR,97528,6/8/2026 12:38,6/30/2027 12:38
BTAX-043412-06-2026,JERRY L & NIKKI  APLAND,APLAND CUSTOM MASONRY INC   ,,7,Inside City Limits,238140,Contractor-Masonry,5414793880,7/1/1990 0:00,C0216D8C-1396-48B6-A459-1E2AC7A97821,3980,LEONARD,, ,RD,, ,GRANTS PASS,OR,97527,PO BOX 1184,,,,,,,GRANTS PASS,OR,97528,6/8/2026 12:56,6/30/2027 12:56
BTAX-043414-06-2026,AMY HARBOLDT,ON CAMPUS KIDS ,ON CAMPUS KIDS @ PARKSIDE ELEMENTARY,2,Inside City Limits,624110,Social Svcs-Child & Youth Facility,5415312406,9/1/2005 0:00,362f2007-34eb-46ac-aae5-d41dbf40066f,735,WAGNER MEADOWS,,SW,DR,, ,GRANTS PASS,OR,97526,7624,MONUMENT,,,DR,,,GRANTS PASS,OR,97526,6/8/2026 14:18,6/30/2027 14:18
BTAX-043415-06-2026,JEFF FREEMAN,JWF CONSTRUCTION SERVICES LLC,,1,Inside City Limits,238190,Contractor-General/Building Exterior,5412268161,4/5/2018 0:00,fb5ed921-d3d5-4a41-b0ed-b1eb5be4487a,,,,,,,,,,,1129,SPRUCE,,SW,ST,,,GRANTS PASS,OR,97526,6/8/2026 14:24,6/30/2027 14:24
BTAX-043417-06-2026,AARON  JOHNSON,IT IS FINISHED INC,,5,Outside City Limits,238190,Contractor-General/Building Exterior,5412183429,12/14/2021 0:00,657ff37a-e297-47ea-b6b3-0c33adb114dc,,,,,,,,,,,7071,MONUMENT,,,DR,,,GRANTS PASS,OR,97526,6/8/2026 14:45,6/30/2027 14:45
BTAX-043418-06-2026,CARL JOHNSON,THE LOFTS AT 6TH & G,,1,Inside City Limits,531110,Rental Units/Landlord,5419560231,5/24/2019 0:00,24149d36-0589-4620-93d3-57d90b42a7de,111,G,,SE,ST,,,GRANTS PASS,OR,97526,PO BOX 910,,,,,,,GRANTS PASS,OR,97528,6/8/2026 14:50,6/30/2027 14:50
BTAX-043419-06-2026,PATRICK  HOADLEY,BLAZE-N-MONKEYS LLC,BLAZE-N-MONKEYS,1,Inside City Limits,722320,Caterer,5414415104,7/20/2022 0:00,8ca335da-1c61-498a-b1c7-a6515f56ad5c,,,,,,,,,,,1702,PINECREST,,,DR,,,GRANTS PASS,OR,97526,6/8/2026 14:53,6/30/2027 14:53
BTAX-043423-06-2026,BEAU GARRETT,SOUTHERN OREGON DREAM CONSTRUCTION LLC,,1,Inside City Limits,236118,Const-Residential Remodeler,5416591182,4/20/2020 0:00,07127551-37d3-4838-9720-a74405fc3d8c,,,,,,,,,,,212,BRANDY,,,LN,,,GRANTS PASS,OR,97527,6/8/2026 15:40,6/30/2027 15:40
BTAX-043424-06-2026,CIARA HAMILTON,"THE SWEET LIFE HAIR SALON, LLC",,5,Inside City Limits,812112,Beauty Salon,5414761388,6/15/2021 0:00,18679c53-12c3-422b-83c7-7abfbfc68357,1681,7TH,,NE,ST,,,GRANTS PASS,OR,97526,931,CEDAR,,NE,LN,,,GRANTS PASS,OR,97526,6/8/2026 15:43,6/30/2027 15:43
BTAX-043433-06-2026,CRYSTAL LEE,SUCCESS CONSULTANTS OF SOUTHERN OREGON,,1,Inside City Limits,624190,Social Svcs-Individual & Family Svcs,5412266848,10/8/2018 0:00,a9ea92fa-5692-40cb-a2b4-aec1f373c3a9,418,6TH,,NW,ST,,,GRANTS PASS,OR,97526,418,6TH,,NW,ST,,,GRANTS PASS,OR,97526,6/10/2026 12:16,4/30/2027 12:16
BTAX-043434-06-2026,RANDY MCNEILLY,RANDY GENE MCNEILLY CONSTRUCTION,,1,Inside City Limits,238190,Contractor-General/Building Exterior,5417870708,2/2/2018 0:00,37fe2182-88ef-482e-81c8-104ba037638f,,,,,,,,,,,2807,LOWER RIVER,,,RD,,,GRANTS PASS,OR,97526,6/10/2026 15:53,6/30/2027 15:53
BTAX-043438-06-2026,JACK SUTTERS,"ALL AMERICAN CITY LANDSCAPE, INC",,7,Inside City Limits,541320,Landscaping Services,5414766127,8/1/1996 0:00,B891E131-04B9-4F6A-80F1-9903A72EC751,325,SHANNON,, ,LN,, ,GRANTS PASS,OR,97526,PO BOX 2093,,,,,,,GRANTS PASS,OR,97528,6/11/2026 9:35,6/30/2027 9:35
BTAX-043440-06-2026,LEROY BRABEC,BRABEC'S REMODELS & NEW CONSTRUCTION,,1,Inside City Limits,238190,Contractor-General/Building Exterior,4582124739,1/25/2022 0:00,d753769e-d12a-487c-9f47-7c1e2e8726bb,,,,,,,,,,,211,WILDERVILLE,,,LN,,,GRANTS PASS,OR,97527,6/11/2026 13:59,6/30/2027 13:59
BTAX-043442-06-2026,,OUTBACK POOL & SPA,,9,Inside City Limits,459999,Retail-Misc Direct Selling Establishment,5414798112,6/10/2022 0:00,252b57b9-c379-4366-8552-db8df619bf68,555,F,,NE,ST,,A,GRANTS PASS,OR,97526,555,F,,NE,ST,,A,GRANTS PASS,OR,97526,6/12/2026 9:26,6/30/2027 9:26
BTAX-043446-06-2026,STEVEN SABEL,STS PRODUCTIONS,,1,Outside City Limits,711510,Artist,9515326803,4/5/2022 0:00,5d71a733-0338-40e2-bb97-ae9bd2f6bcb1,,,,,,,,,,,120,SLOAN MOUNTAIN,,,LN,,,GRANTS PASS,OR,97527,6/12/2026 11:13,5/31/2027 11:13
BTAX-043448-06-2026,SHERI MORRIS,RIVER STONE MASSAGE AND WELLNESS,,1,Inside City Limits,621399,Medical-Massage Therapy,5414769659,2/21/2018 0:00,f3de9366-c239-4ce2-8096-9493cf20b133,598,E,,NE,ST,,B,GRANTS PASS,OR,97526,598,E,,NE,ST,,SUITE B,GRANTS PASS,OR,97526,6/12/2026 11:41,5/31/2027 11:41
BTAX-043454-06-2026,HEATHER WHITE,BIKEKRAFT                    ,,2,Inside City Limits,541990,Professional-Misc,5414764935,12/1/1998 0:00,B61C3F2B-E356-496F-9730-9E470A34EECC,1448,WILLIAMS,, ,HWY,, ,GRANTS PASS,OR,97527,1448,WILLIAMS,,,HWY,,,GRANTS PASS,OR,97527,6/15/2026 11:04,6/30/2027 11:04
BTAX-043456-06-2026,KARI & FELIX MARON,PALOMA ENTERPRISES INC,JOYFUL DOGGY CARE,1,Inside City Limits,812910,Pet Care Services,5412913514,6/4/2019 0:00,f065b7f7-f3f3-4994-99e1-8c9c9768eefd,1491,DAVID,,SW,DR,, ,GRANTS PASS,OR,97527,1491,DAVID,,SW,DR,,,GRANTS PASS,OR,97527,6/15/2026 11:25,6/30/2027 11:25
BTAX-043458-06-2026,BRENDEN SCOTT,BRENDEN C SCOTT,GRANTS PASS SMILE SUITE,8,Inside City Limits,621210,Medical-Dentist,5414711990,7/1/2022 0:00,e0650511-778f-413b-b33a-718eecefff16,570,E,,NE,ST,, ,GRANTS PASS,OR,97526,570,E,,NE,ST,,,GRANTS PASS,OR,97526,6/15/2026 11:40,6/30/2027 11:40
BTAX-043469-06-2026,DEBORAH  AYOLI,PEDIATRIC TLC                 ,,4,Inside City Limits,621111,Medical-Physician,5414792411,4/1/2013 0:00,9AFA6D3C-E466-49F4-B071-65D17A84B5B1,1819,NEBRASKA,,,Ave,,,GRANTS PASS,OR,97527,1819,NEBRASKA,,,Ave,,,GRANTS PASS,OR,97527,6/17/2026 9:07,6/30/2027 9:07
BTAX-043481-06-2026,MATTIE CAMPBELL,THE GOLDEN HOUR,,1,Inside City Limits,812112,Beauty Salon,5414143237,12/6/2023 0:00,2db1134b-df9b-4534-8040-aa960a4b2dd4,227,G,,SW,ST,,,GRANTS PASS,OR,97526,227,G,,SW,ST,,,GRANTS PASS,OR,97526,6/22/2026 11:19,6/30/2027 11:19
BTAX-043491-06-2026,LEONARDO & DAVID SOTELO,SOTELO INC,EDIBERTO'S TACO SHOP,6,Inside City Limits,722511,Restaurant,4582122790,3/7/2023 0:00,d0a5f186-f43e-4cac-bf91-017ce3ec83e9,1555,WILLIAMS,,,HWY,,E,GRANTS PASS,OR,97527,943,D,,NE,ST,,,GRANTS PASS,OR,97526,6/23/2026 13:00,6/30/2027 13:00
BTAX-043499-06-2026,BRENT RIDLEY,BRENT RIDLEY CONSTRUCTION,,2,Inside City Limits,238990,Contractor-Trade/Specialty,5416598173,2/26/2018 0:00,187f0daf-f5c7-4cd8-b45c-8d814666bb37,,,,,,,,,,,1533,10TH,,NE,ST,,,GRANTS PASS,OR,97526,6/25/2026 10:12,6/30/2027 10:12
BTAX-043501-06-2026,LINDSAY BROWN,"KATANACRAFT, LLC",,0,Inside City Limits,339999,Manufacturing-Misc Manufacturing,5414797204,8/31/2011 0:00,cfdb9eb8-4a03-4923-ad8b-4af6b8e25333,1420,M,,SE,ST,,,GRANTS PASS,OR,97526,966,6TH,,SW,ST,,,GRANTS PASS,OR,97526,6/25/2026 10:36,6/30/2027 10:36
BTAX-043502-06-2026,THERESE  THAYER,JESSE'S AUTO REPAIR,,2,Inside City Limits,811114,Auto-Transmission Repair,5419568878,7/3/2008 0:00,053D4D56-0D3E-42FE-9D48-6E3F87E46926,2197,REDWOOD,,,AVE,,,GRANTS PASS,OR,97527,2197,REDWOOD,,,AVE,,,GRANTS PASS,OR,97527,6/25/2026 14:41,6/30/2027 14:41
BTAX-043503-06-2026,KHALED KISHAWI,K & M DELIVERY SERVICES LLC,,1,Inside City Limits,484210,Moving Company,5417871822,3/19/2018 0:00,7138813d-abeb-4652-83a5-2f8d0d790556,,,,,,,,,,,1727,BROOKHURST,,,WAY,,,GRANTS PASS,OR,97527,6/25/2026 15:58,6/30/2027 15:58
BTAX-043504-06-2026,,PROTECH PLUMBING              ,,2,Inside City Limits,238220,Plumber,5414768589,11/11/2004 0:00,459A5F81-8DBD-44C6-903F-E8BA6CCC38ED,1406,PARKDALE,, ,DR,, ,GRANTS PASS,OR,97527,1406,PARKDALE,,,DR,,,GRANTS PASS,OR,97527,6/25/2026 16:21,6/30/2027 16:21
BTAX-043513-06-2026,TAMRA BLANCHARD,BLANCHARD COUNSELING SERVICES LLC,,1,Inside City Limits,621999,Health Screening Services,,3/1/2021 0:00,4a067c39-de49-4e63-a5d2-3751332f700a,,,,,,,,,,,1349,GOLDEN PARK,,,DR,,APT B,GRANTS PASS,OR,97527,6/29/2026 16:12,6/30/2027 16:12
BTAX-043514-06-2026,ANGELA  NEWTON,SOARING AROUND THE WORLD TRAVEL,,2,Inside City Limits,561510,Travel Agency,5417619947,2/23/2022 0:00,a7833aaf-7097-483e-8e5a-2973bb1d832c,2740,EASTWOOD,, ,LN,, ,GRANTS PASS,OR,97527,2740,EASTWOOD,,SW,LN,,,GRANTS PASS,OR,97527,6/29/2026 16:21,6/30/2027 16:21
BTAX-043519-06-2026,CHRIS  HART,CHRIS HART STUDIO             ,,1,Inside City Limits,711510,Artist,5414796568,3/30/1999 0:00,5D8E1354-CF02-4DD9-B038-5343F4C4A9F1,1100,GLADIOLA,,SE,DR,, ,GRANTS PASS,OR,97526,1100,GLADIOLA ,,SE,DR,,,GRANTS PASS,OR,97526,6/30/2026 14:47,6/30/2027 14:47
BTAX-043521-06-2026,,GRANTS PASS PRESSURE WASHING & MORE LLC ,,1,Inside City Limits,812990,All Other Personal Services,5413014271,7/14/2022 0:00,b1e4da59-e55e-48dd-a52c-e10f9b2d6bfa,120,CRYSTAL,,,DR,,,GRANTS PASS ,OR,97527,120,CRYSTAL,,,DR,,,GRANTS PASS,OR,97527,6/30/2026 15:08,6/30/2027 15:08
BTAX-043522-06-2026,ANGEL SELVAS,SEL-VAZ REPAIR LLC,,2,Inside City Limits,236220,Handyman,5412188555,5/21/2021 0:00,97ac34fb-951b-4537-a79f-7720cdfdc618,,,,,,,,,,,2395,REDWOOD,,,AVE,,#86,GRANTS PASS,OR,97527,6/30/2026 16:08,6/30/2027 16:08
BTAX-043526-07-2026,TONI SKAGGS,JUST BE BODYWORKS LLC,,1,Inside City Limits,621399,Medical-Massage Therapy,5417612247,6/14/2022 0:00,6fb151fb-0518-44ef-be1e-caa84e5ec262,225,5TH,,NW,ST,,,GRANTS PASS,OR,97526,225,5TH,,NW,ST,,,GRANTS PASS,OR,97526,7/1/2026 11:08,7/31/2027 11:08
